source_id,target_id,type
309,103,REPORTS_TO
310,103,REPORTS_TO
311,104,REPORTS_TO
312,104,REPORTS_TO
313,104,REPORTS_TO
314,105,REPORTS_TO
315,105,REPORTS_TO
316,105,REPORTS_TO
317,106,REPORTS_TO
318,106,REPORTS_TO
319,106,REPORTS_TO
320,107,REPORTS_TO
321,107,REPORTS_TO
322,107,REPORTS_TO
323,108,REPORTS_TO
324,108,REPORTS_TO
325,108,REPORTS_TO
326,109,REPORTS_TO
327,109,REPORTS_TO
328,109,REPORTS_TO
329,110,REPORTS_TO
330,110,REPORTS_TO
331,110,REPORTS_TO
332,111,REPORTS_TO
333,111,REPORTS_TO
334,111,REPORTS_TO
335,112,REPORTS_TO
336,112,REPORTS_TO
337,112,REPORTS_TO
338,113,REPORTS_TO
339,113,REPORTS_TO
340,113,REPORTS_TO
341,114,REPORTS_TO
342,114,REPORTS_TO
343,114,REPORTS_TO
344,115,REPORTS_TO
345,115,REPORTS_TO
346,115,REPORTS_TO
347,116,REPORTS_TO
348,116,REPORTS_TO
349,116,REPORTS_TO
350,117,REPORTS_TO
351,117,REPORTS_TO
352,117,REPORTS_TO
353,118,REPORTS_TO
354,118,REPORTS_TO
355,118,REPORTS_TO
356,119,REPORTS_TO
357,119,REPORTS_TO
358,119,REPORTS_TO
359,120,REPORTS_TO
360,120,REPORTS_TO
361,120,REPORTS_TO
362,121,REPORTS_TO
363,121,REPORTS_TO
364,121,REPORTS_TO
365,122,REPORTS_TO
366,122,REPORTS_TO
367,122,REPORTS_TO
368,123,REPORTS_TO
369,123,REPORTS_TO
370,123,REPORTS_TO
371,124,REPORTS_TO
372,124,REPORTS_TO
373,124,REPORTS_TO
374,125,REPORTS_TO
375,125,REPORTS_TO
376,125,REPORTS_TO
377,126,REPORTS_TO
378,126,REPORTS_TO
379,126,REPORTS_TO
380,127,REPORTS_TO
381,127,REPORTS_TO
382,127,REPORTS_TO
383,128,REPORTS_TO
384,128,REPORTS_TO
385,128,REPORTS_TO
386,129,REPORTS_TO
387,129,REPORTS_TO
388,129,REPORTS_TO
389,130,REPORTS_TO
390,130,REPORTS_TO
391,130,REPORTS_TO
392,131,REPORTS_TO
393,131,REPORTS_TO
394,131,REPORTS_TO
395,132,REPORTS_TO
396,132,REPORTS_TO
397,132,REPORTS_TO
398,133,REPORTS_TO
399,133,REPORTS_TO
400,133,REPORTS_TO
401,134,REPORTS_TO
402,134,REPORTS_TO
403,134,REPORTS_TO
404,135,REPORTS_TO
405,135,REPORTS_TO
406,135,REPORTS_TO
407,136,REPORTS_TO
408,136,REPORTS_TO
409,136,REPORTS_TO
410,137,REPORTS_TO
411,137,REPORTS_TO
412,137,REPORTS_TO
413,138,REPORTS_TO
414,138,REPORTS_TO
415,138,REPORTS_TO
416,139,REPORTS_TO
417,139,REPORTS_TO
418,139,REPORTS_TO
419,140,REPORTS_TO
420,140,REPORTS_TO
421,140,REPORTS_TO
422,141,REPORTS_TO
423,141,REPORTS_TO
424,141,REPORTS_TO
425,142,REPORTS_TO
426,142,REPORTS_TO
427,142,REPORTS_TO
428,143,REPORTS_TO
429,143,REPORTS_TO
430,143,REPORTS_TO
431,144,REPORTS_TO
432,144,REPORTS_TO
433,144,REPORTS_TO
434,145,REPORTS_TO
435,145,REPORTS_TO
436,145,REPORTS_TO
437,146,REPORTS_TO
438,146,REPORTS_TO
439,146,REPORTS_TO
440,147,REPORTS_TO
441,147,REPORTS_TO
442,147,REPORTS_TO
443,148,REPORTS_TO
444,148,REPORTS_TO
445,148,REPORTS_TO
446,149,REPORTS_TO
447,149,REPORTS_TO
448,149,REPORTS_TO
449,150,REPORTS_TO
450,150,REPORTS_TO
451,150,REPORTS_TO
452,151,REPORTS_TO
453,151,REPORTS_TO
454,151,REPORTS_TO
455,152,REPORTS_TO
456,152,REPORTS_TO
457,152,REPORTS_TO
458,153,REPORTS_TO
459,153,REPORTS_TO
460,153,REPORTS_TO
461,154,REPORTS_TO
462,154,REPORTS_TO
463,154,REPORTS_TO
464,155,REPORTS_TO
465,155,REPORTS_TO
466,155,REPORTS_TO
467,156,REPORTS_TO
468,156,REPORTS_TO
469,156,REPORTS_TO
470,157,REPORTS_TO
471,157,REPORTS_TO
472,157,REPORTS_TO
473,158,REPORTS_TO
474,158,REPORTS_TO
475,158,REPORTS_TO
476,159,REPORTS_TO
477,159,REPORTS_TO
478,159,REPORTS_TO
479,160,REPORTS_TO
480,160,REPORTS_TO
481,160,REPORTS_TO
482,161,REPORTS_TO
483,161,REPORTS_TO
484,161,REPORTS_TO
485,162,REPORTS_TO
486,162,REPORTS_TO
487,162,REPORTS_TO
488,163,REPORTS_TO
489,163,REPORTS_TO
490,163,REPORTS_TO
491,164,REPORTS_TO
492,164,REPORTS_TO
493,164,REPORTS_TO
494,165,REPORTS_TO
495,165,REPORTS_TO
496,165,REPORTS_TO
497,166,REPORTS_TO
498,166,REPORTS_TO
499,166,REPORTS_TO
500,167,REPORTS_TO
501,167,REPORTS_TO
502,167,REPORTS_TO
503,168,REPORTS_TO
504,168,REPORTS_TO
505,168,REPORTS_TO
506,169,REPORTS_TO
507,169,REPORTS_TO
508,169,REPORTS_TO
509,170,REPORTS_TO
510,170,REPORTS_TO
511,170,REPORTS_TO
512,171,REPORTS_TO
513,171,REPORTS_TO
514,171,REPORTS_TO
515,172,REPORTS_TO
516,172,REPORTS_TO
517,172,REPORTS_TO
518,173,REPORTS_TO
519,173,REPORTS_TO
520,173,REPORTS_TO
521,174,REPORTS_TO
522,174,REPORTS_TO
523,174,REPORTS_TO
524,175,REPORTS_TO
525,175,REPORTS_TO
526,175,REPORTS_TO
527,176,REPORTS_TO
528,176,REPORTS_TO
529,176,REPORTS_TO
530,177,REPORTS_TO
531,177,REPORTS_TO
532,177,REPORTS_TO
533,178,REPORTS_TO
534,178,REPORTS_TO
535,178,REPORTS_TO
536,179,REPORTS_TO
537,179,REPORTS_TO
538,179,REPORTS_TO
539,180,REPORTS_TO
540,180,REPORTS_TO
541,180,REPORTS_TO
542,181,REPORTS_TO
543,181,REPORTS_TO
544,181,REPORTS_TO
545,182,REPORTS_TO
546,182,REPORTS_TO
547,182,REPORTS_TO
548,183,REPORTS_TO
549,183,REPORTS_TO
550,183,REPORTS_TO
551,184,REPORTS_TO
552,184,REPORTS_TO
553,184,REPORTS_TO
554,185,REPORTS_TO
555,185,REPORTS_TO
556,185,REPORTS_TO
557,186,REPORTS_TO
558,186,REPORTS_TO
559,186,REPORTS_TO
560,187,REPORTS_TO
561,187,REPORTS_TO
562,187,REPORTS_TO
563,188,REPORTS_TO
564,188,REPORTS_TO
565,188,REPORTS_TO
566,189,REPORTS_TO
567,189,REPORTS_TO
568,189,REPORTS_TO
569,190,REPORTS_TO
570,190,REPORTS_TO
571,190,REPORTS_TO
572,191,REPORTS_TO
573,191,REPORTS_TO
574,191,REPORTS_TO
575,192,REPORTS_TO
576,192,REPORTS_TO
577,192,REPORTS_TO
578,193,REPORTS_TO
579,193,REPORTS_TO
580,193,REPORTS_TO
581,194,REPORTS_TO
582,194,REPORTS_TO
583,194,REPORTS_TO
584,195,REPORTS_TO
585,195,REPORTS_TO
586,195,REPORTS_TO
587,196,REPORTS_TO
588,196,REPORTS_TO
589,196,REPORTS_TO
590,197,REPORTS_TO
591,197,REPORTS_TO
592,197,REPORTS_TO
593,198,REPORTS_TO
594,198,REPORTS_TO
595,198,REPORTS_TO
596,199,REPORTS_TO
597,199,REPORTS_TO
598,199,REPORTS_TO
599,200,REPORTS_TO
600,200,REPORTS_TO
601,200,REPORTS_TO
602,201,REPORTS_TO
603,201,REPORTS_TO
604,201,REPORTS_TO
605,202,REPORTS_TO
606,202,REPORTS_TO
607,202,REPORTS_TO
608,203,REPORTS_TO
609,203,REPORTS_TO
610,203,REPORTS_TO
611,204,REPORTS_TO
612,204,REPORTS_TO
613,204,REPORTS_TO
614,205,REPORTS_TO
615,205,REPORTS_TO
616,205,REPORTS_TO
617,206,REPORTS_TO
618,206,REPORTS_TO
619,206,REPORTS_TO
620,207,REPORTS_TO
621,207,REPORTS_TO
622,207,REPORTS_TO
623,208,REPORTS_TO
624,208,REPORTS_TO
625,208,REPORTS_TO
626,209,REPORTS_TO
627,209,REPORTS_TO
628,209,REPORTS_TO
629,210,REPORTS_TO
630,210,REPORTS_TO
631,210,REPORTS_TO
632,211,REPORTS_TO
633,211,REPORTS_TO
634,211,REPORTS_TO
635,212,REPORTS_TO
636,212,REPORTS_TO
637,212,REPORTS_TO
638,213,REPORTS_TO
639,213,REPORTS_TO
640,213,REPORTS_TO
641,214,REPORTS_TO
642,214,REPORTS_TO
643,214,REPORTS_TO
644,215,REPORTS_TO
645,215,REPORTS_TO
646,215,REPORTS_TO
647,216,REPORTS_TO
648,216,REPORTS_TO
649,216,REPORTS_TO
650,217,REPORTS_TO
651,217,REPORTS_TO
652,217,REPORTS_TO
653,218,REPORTS_TO
654,218,REPORTS_TO
655,218,REPORTS_TO
656,219,REPORTS_TO
657,219,REPORTS_TO
658,219,REPORTS_TO
659,220,REPORTS_TO
660,220,REPORTS_TO
661,220,REPORTS_TO
662,221,REPORTS_TO
663,221,REPORTS_TO
664,221,REPORTS_TO
665,222,REPORTS_TO
666,222,REPORTS_TO
667,222,REPORTS_TO
668,223,REPORTS_TO
669,223,REPORTS_TO
670,223,REPORTS_TO
671,224,REPORTS_TO
672,224,REPORTS_TO
673,224,REPORTS_TO
674,225,REPORTS_TO
675,225,REPORTS_TO
676,225,REPORTS_TO
677,226,REPORTS_TO
678,226,REPORTS_TO
679,226,REPORTS_TO
680,227,REPORTS_TO
681,227,REPORTS_TO
682,227,REPORTS_TO
683,228,REPORTS_TO
684,228,REPORTS_TO
685,228,REPORTS_TO
686,229,REPORTS_TO
687,229,REPORTS_TO
688,229,REPORTS_TO
689,230,REPORTS_TO
690,230,REPORTS_TO
691,230,REPORTS_TO
692,231,REPORTS_TO
693,231,REPORTS_TO
694,231,REPORTS_TO
695,232,REPORTS_TO
696,232,REPORTS_TO
697,232,REPORTS_TO
698,233,REPORTS_TO
699,233,REPORTS_TO
700,233,REPORTS_TO
701,234,REPORTS_TO
702,234,REPORTS_TO
703,234,REPORTS_TO
704,235,REPORTS_TO
705,235,REPORTS_TO
706,235,REPORTS_TO
707,236,REPORTS_TO
708,236,REPORTS_TO
709,236,REPORTS_TO
710,237,REPORTS_TO
711,237,REPORTS_TO
712,237,REPORTS_TO
713,238,REPORTS_TO
714,238,REPORTS_TO
715,238,REPORTS_TO
716,239,REPORTS_TO
717,239,REPORTS_TO
718,239,REPORTS_TO
719,240,REPORTS_TO
720,240,REPORTS_TO
721,240,REPORTS_TO
722,241,REPORTS_TO
723,241,REPORTS_TO
724,241,REPORTS_TO
725,242,REPORTS_TO
726,242,REPORTS_TO
727,242,REPORTS_TO
728,243,REPORTS_TO
729,243,REPORTS_TO
730,243,REPORTS_TO
731,244,REPORTS_TO
732,244,REPORTS_TO
733,244,REPORTS_TO
734,245,REPORTS_TO
735,245,REPORTS_TO
736,245,REPORTS_TO
737,246,REPORTS_TO
738,246,REPORTS_TO
739,246,REPORTS_TO
740,247,REPORTS_TO
741,247,REPORTS_TO
742,247,REPORTS_TO
743,248,REPORTS_TO
744,248,REPORTS_TO
745,248,REPORTS_TO
746,249,REPORTS_TO
747,249,REPORTS_TO
748,249,REPORTS_TO
749,250,REPORTS_TO
750,250,REPORTS_TO
751,250,REPORTS_TO
752,251,REPORTS_TO
753,251,REPORTS_TO
754,251,REPORTS_TO
755,252,REPORTS_TO
756,252,REPORTS_TO
757,252,REPORTS_TO
758,253,REPORTS_TO
759,253,REPORTS_TO
760,253,REPORTS_TO
761,254,REPORTS_TO
762,254,REPORTS_TO
763,254,REPORTS_TO
764,255,REPORTS_TO
765,255,REPORTS_TO
766,255,REPORTS_TO
767,256,REPORTS_TO
768,256,REPORTS_TO
769,256,REPORTS_TO
770,257,REPORTS_TO
771,257,REPORTS_TO
772,257,REPORTS_TO
773,258,REPORTS_TO
774,258,REPORTS_TO
775,258,REPORTS_TO
776,259,REPORTS_TO
777,259,REPORTS_TO
778,259,REPORTS_TO
779,260,REPORTS_TO
780,260,REPORTS_TO
781,260,REPORTS_TO
782,261,REPORTS_TO
783,261,REPORTS_TO
784,261,REPORTS_TO
785,262,REPORTS_TO
786,262,REPORTS_TO
787,262,REPORTS_TO
788,263,REPORTS_TO
789,263,REPORTS_TO
790,263,REPORTS_TO
791,264,REPORTS_TO
792,264,REPORTS_TO
793,264,REPORTS_TO
794,265,REPORTS_TO
795,265,REPORTS_TO
796,265,REPORTS_TO
797,266,REPORTS_TO
798,266,REPORTS_TO
799,266,REPORTS_TO
800,267,REPORTS_TO
801,267,REPORTS_TO
802,267,REPORTS_TO
803,268,REPORTS_TO
804,268,REPORTS_TO
805,268,REPORTS_TO
806,269,REPORTS_TO
807,269,REPORTS_TO
808,269,REPORTS_TO
809,270,REPORTS_TO
810,270,REPORTS_TO
811,270,REPORTS_TO
812,271,REPORTS_TO
813,271,REPORTS_TO
814,271,REPORTS_TO
815,272,REPORTS_TO
816,272,REPORTS_TO
817,272,REPORTS_TO
818,273,REPORTS_TO
819,273,REPORTS_TO
820,273,REPORTS_TO
821,274,REPORTS_TO
822,274,REPORTS_TO
823,274,REPORTS_TO
824,275,REPORTS_TO
825,275,REPORTS_TO
826,275,REPORTS_TO
827,276,REPORTS_TO
828,276,REPORTS_TO
829,276,REPORTS_TO
830,277,REPORTS_TO
831,277,REPORTS_TO
832,277,REPORTS_TO
833,278,REPORTS_TO
834,278,REPORTS_TO
835,278,REPORTS_TO
836,279,REPORTS_TO
837,279,REPORTS_TO
838,279,REPORTS_TO
839,280,REPORTS_TO
840,280,REPORTS_TO
841,280,REPORTS_TO
842,281,REPORTS_TO
843,281,REPORTS_TO
844,281,REPORTS_TO
845,282,REPORTS_TO
846,282,REPORTS_TO
847,282,REPORTS_TO
848,283,REPORTS_TO
849,283,REPORTS_TO
850,283,REPORTS_TO
851,284,REPORTS_TO
852,284,REPORTS_TO
853,284,REPORTS_TO
854,285,REPORTS_TO
855,285,REPORTS_TO
856,285,REPORTS_TO
857,286,REPORTS_TO
858,286,REPORTS_TO
859,286,REPORTS_TO
860,287,REPORTS_TO
861,287,REPORTS_TO
862,287,REPORTS_TO
863,288,REPORTS_TO
864,288,REPORTS_TO
865,288,REPORTS_TO
866,289,REPORTS_TO
867,289,REPORTS_TO
868,289,REPORTS_TO
869,290,REPORTS_TO
870,290,REPORTS_TO
871,290,REPORTS_TO
872,291,REPORTS_TO
873,291,REPORTS_TO
874,291,REPORTS_TO
875,292,REPORTS_TO
876,292,REPORTS_TO
877,292,REPORTS_TO
878,293,REPORTS_TO
879,293,REPORTS_TO
880,293,REPORTS_TO
881,294,REPORTS_TO
882,294,REPORTS_TO
883,294,REPORTS_TO
884,295,REPORTS_TO
885,295,REPORTS_TO
886,295,REPORTS_TO
887,296,REPORTS_TO
888,296,REPORTS_TO
889,296,REPORTS_TO
890,297,REPORTS_TO
891,297,REPORTS_TO
892,297,REPORTS_TO
893,298,REPORTS_TO
894,298,REPORTS_TO
895,298,REPORTS_TO
896,299,REPORTS_TO
897,299,REPORTS_TO
898,299,REPORTS_TO
899,300,REPORTS_TO
900,300,REPORTS_TO
901,300,REPORTS_TO
902,301,REPORTS_TO
903,301,REPORTS_TO
904,301,REPORTS_TO
905,302,REPORTS_TO
906,302,REPORTS_TO
907,302,REPORTS_TO
908,303,REPORTS_TO
909,303,REPORTS_TO
910,303,REPORTS_TO
911,304,REPORTS_TO
912,304,REPORTS_TO
913,304,REPORTS_TO
914,305,REPORTS_TO
915,305,REPORTS_TO
916,305,REPORTS_TO
917,306,REPORTS_TO
918,306,REPORTS_TO
919,306,REPORTS_TO
920,307,REPORTS_TO
921,307,REPORTS_TO
922,307,REPORTS_TO
923,308,REPORTS_TO
924,308,REPORTS_TO
925,308,REPORTS_TO
926,309,REPORTS_TO
927,309,REPORTS_TO
928,309,REPORTS_TO
929,310,REPORTS_TO
930,310,REPORTS_TO
931,310,REPORTS_TO
932,311,REPORTS_TO
933,311,REPORTS_TO
934,311,REPORTS_TO
935,312,REPORTS_TO
936,312,REPORTS_TO
937,312,REPORTS_TO
938,313,REPORTS_TO
939,313,REPORTS_TO
940,313,REPORTS_TO
941,314,REPORTS_TO
942,314,REPORTS_TO
943,314,REPORTS_TO
944,315,REPORTS_TO
945,315,REPORTS_TO
946,315,REPORTS_TO
947,316,REPORTS_TO
948,316,REPORTS_TO
949,316,REPORTS_TO
950,317,REPORTS_TO
951,317,REPORTS_TO
952,317,REPORTS_TO
953,318,REPORTS_TO
954,318,REPORTS_TO
955,318,REPORTS_TO
956,319,REPORTS_TO
957,319,REPORTS_TO
958,319,REPORTS_TO
959,320,REPORTS_TO
960,320,REPORTS_TO
961,320,REPORTS_TO
962,321,REPORTS_TO
963,321,REPORTS_TO
964,321,REPORTS_TO
965,322,REPORTS_TO
966,322,REPORTS_TO
967,322,REPORTS_TO
968,323,REPORTS_TO
969,323,REPORTS_TO
970,323,REPORTS_TO
971,324,REPORTS_TO
972,324,REPORTS_TO
973,324,REPORTS_TO
974,325,REPORTS_TO
975,325,REPORTS_TO
976,325,REPORTS_TO
977,326,REPORTS_TO
978,326,REPORTS_TO
979,326,REPORTS_TO
980,327,REPORTS_TO
981,327,REPORTS_TO
982,327,REPORTS_TO
983,328,REPORTS_TO
984,328,REPORTS_TO
985,328,REPORTS_TO
986,329,REPORTS_TO
987,329,REPORTS_TO
988,329,REPORTS_TO
989,330,REPORTS_TO
990,330,REPORTS_TO
991,330,REPORTS_TO
992,331,REPORTS_TO
993,331,REPORTS_TO
994,331,REPORTS_TO
995,332,REPORTS_TO
996,332,REPORTS_TO
997,332,REPORTS_TO
998,333,REPORTS_TO
999,333,REPORTS_TO
1000,333,REPORTS_TO
1001,334,REPORTS_TO
1002,334,REPORTS_TO
1003,334,REPORTS_TO
1004,335,REPORTS_TO
1005,335,REPORTS_TO
1006,335,REPORTS_TO
1007,336,REPORTS_TO
1008,336,REPORTS_TO
1009,336,REPORTS_TO
1010,337,REPORTS_TO
1011,337,REPORTS_TO
1012,337,REPORTS_TO
1013,338,REPORTS_TO
1014,338,REPORTS_TO
1015,338,REPORTS_TO
1016,339,REPORTS_TO
1017,339,REPORTS_TO
1018,339,REPORTS_TO
1019,340,REPORTS_TO
1020,340,REPORTS_TO
1021,340,REPORTS_TO
1022,341,REPORTS_TO
1023,341,REPORTS_TO
1024,341,REPORTS_TO
1025,342,REPORTS_TO
1026,342,REPORTS_TO
1027,342,REPORTS_TO
1028,343,REPORTS_TO
1029,343,REPORTS_TO
1030,343,REPORTS_TO
1031,344,REPORTS_TO
1032,344,REPORTS_TO
1033,344,REPORTS_TO
1034,345,REPORTS_TO
1035,345,REPORTS_TO
1036,345,REPORTS_TO
1037,346,REPORTS_TO
1038,346,REPORTS_TO
1039,346,REPORTS_TO
1040,347,REPORTS_TO
1041,347,REPORTS_TO
1042,347,REPORTS_TO
1043,348,REPORTS_TO
1044,348,REPORTS_TO
1045,348,REPORTS_TO
1046,349,REPORTS_TO
1047,349,REPORTS_TO
1048,349,REPORTS_TO
1049,350,REPORTS_TO
1050,350,REPORTS_TO
1051,350,REPORTS_TO
1052,351,REPORTS_TO
1053,351,REPORTS_TO
1054,351,REPORTS_TO
1055,352,REPORTS_TO
1056,352,REPORTS_TO
1057,352,REPORTS_TO
1058,353,REPORTS_TO
1059,353,REPORTS_TO
1060,353,REPORTS_TO
1061,354,REPORTS_TO
1062,354,REPORTS_TO
1063,354,REPORTS_TO
1064,355,REPORTS_TO
1065,355,REPORTS_TO
1066,355,REPORTS_TO
1067,356,REPORTS_TO
1068,356,REPORTS_TO
1069,356,REPORTS_TO
1070,357,REPORTS_TO
